Accession,Submitters,Release_Date,Isolate,Species,Molecule_type,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
NC_055012,"Marcelli,B., de Jong,A., Kuipers,O.P.",2021-05-27T00:00:00Z,,Lactococcus virus CHPC1170,dsDNA,21746,,,Lactococcus lactis,,
NC_055013,"Marcelli,B., de Jong,A., Kuipers,O.P.",2021-05-27T00:00:00Z,,Lactococcus virus CHPC1182,dsDNA,20751,,,Lactococcus lactis,,
NC_055014,"Marcelli,B., de Jong,A., Kuipers,O.P.",2021-05-27T00:00:00Z,,Lactococcus virus CHPC1183,dsDNA,20030,,,Lactococcus lactis,,
NC_055015,"Marcelli,B., de Jong,A., Kuipers,O.P.",2021-05-27T00:00:00Z,,Lactococcus virus CHPC1242,dsDNA,21144,,,Lactococcus lactis,,
NC_055016,"Damnjanovic,D.M.",2021-05-27T00:00:00Z,,Lactococcus virus LacS15,dsDNA,21006,Australia,,Lactococcus lactis,,2016
NC_055017,"Marcelli,B., de Jong,A., Kuipers,O.P.",2021-05-27T00:00:00Z,,Lactococcus virus PCB1,dsDNA,22099,,,Lactococcus lactis,,
NC_055018,"Marcelli,B., de Jong,A., Kuipers,O.P.",2021-05-27T00:00:00Z,,Lactococcus virus PCS1,dsDNA,21629,,,Lactococcus lactis,,
NC_055019,"Wipf,J.R.K., Deutsch,D.R., Fischetti,V.A.",2021-05-27T00:00:00Z,,Staphylococcus virus phiSP44-1,dsDNA,42565,,,Staphylococcus,,
NC_055020,"Moodley,A., Kot,W., Neve,H., Guardabassi,L., Vogensen,F.K.",2021-05-27T00:00:00Z,,Staphylococcus virus SN8,dsDNA,39803,,,Staphylococcus pseudintermedius E140,,
NC_055021,"Azam,A.H., Arai,H., Miyanaga,K., Tanji,Y.",2021-05-27T00:00:00Z,,Staphylococcus virus SP120,dsDNA,40530,,,Staphylococcus pseudintermedius,,
NC_055022,"Azam,A.H., Arai,H., Miyanaga,K., Tanji,Y.",2021-05-27T00:00:00Z,,Staphylococcus virus SP197,dsDNA,41149,,,Staphylococcus pseudintermedius,,
NC_055023,"Azam,A.H., Arai,H., Miyanaga,K., Tanji,Y.",2021-05-27T00:00:00Z,,Staphylococcus virus SP276,dsDNA,40147,,,Staphylococcus pseudintermedius,,
NC_055024,"Breteau,M., Kot,W., Vogensen,F.K., Moodley,A., Wellington,E.M.H., Hodgson,D.A.",2021-05-27T00:00:00Z,,Staphylococcus virus SpT152,dsDNA,41087,United Kingdom,,Staphylococcus pseudintermedius,,
NC_055025,"Labudda,L., Karczewska-Golec,J., Decewicz,P., Strapagiel,D., Golec,P.",2021-05-27T00:00:00Z,,Staphylococcus virus WIS42,dsDNA,40093,Poland: Gdansk,,Staphylococcus pseudintermedius,,2014-05-20
NC_055026,"Trotereau,A., Boyer,C., Torres-Barcelo,C.",2021-05-27T00:00:00Z,,Ralstonia virus Dina,dsDNA,39161,Mauritius,,Ralstonia pseudosolanacearum,,2018-03-06
NC_055027,"de Jong,A.",2021-05-27T00:00:00Z,,Lactococcus virus CHPC971,dsDNA,54381,,,Lactococcus,,
NC_055028,"Merrill,B.D., Payne,A.M., Hilton,J.A., Ward,A.T., Fajardo,C.P., Mangohig,J., Hope,S., Tsourkas,P.K.",2021-05-27T00:00:00Z,,Paenibacillus virus C7Cdelta,dsDNA,55774,USA,,Paenibacillus larvae,,
NC_055029,"Diane,Y.G., Leblanc,L., Cassin,E., Salisbury,A., Peterman,C., Rai,P., Torres,E.L., Wallace,C.R., Reyes,S., Ines,J.L., Grose,J.H., Strong,C., Amy,P.S., Philippos,T.K.",2021-05-27T00:00:00Z,,Paenibacillus virus Halcyone,dsDNA,55560,USA,,Paenibacillus larvae,,
NC_055030,"Diane,Y.G., Leblanc,L., Cassin,E., Salisbury,A., Peterman,C., Rai,P., Barroga,N.D., Macalinao,D.S., Juste,J., Cisneros,R., Grose,J.H., Strong,C., Amy,P.S., Philippos,T.K.",2021-05-27T00:00:00Z,,Paenibacillus virus Scottie,dsDNA,55990,USA,,Paenibacillus larvae,,
NC_055031,"Chang,C.E., Leblanc,L., Cassin,E., Salisbury,A., Peterman,C., Rai,P., Wong,S., Uriarte-Valle,G., Muscelli,S., Tan,R., Grose,J.H., Strong,C., Amy,P.S., Philippos,T.K.",2021-05-27T00:00:00Z,,Paenibacillus virus Unity,dsDNA,50316,USA,,Paenibacillus larvae,,
NC_055032,"Francomacaro,L., Bidlack,C., Gutkin,P., McAuley,E., Pizzorno,M., Stowe,E., Krukonis,G., Stoner,T.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-27T00:00:00Z,,Arthrobacter virus LiSara,dsDNA,60137,"USA: Lewisburg, PA",PA,Arthrobacter sp. ATCC 21022,,2015-10-01
NC_055033,"Greene,A., Schneider,V.M., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-05-27T00:00:00Z,,Arthrobacter virus Salgado,dsDNA,59807,"USA: Pittsburgh, PA",PA,Arthrobacter sp. ATCC 21022,,2014-05-01
NC_055034,"Aguayo,I.A., Haubrich,L.A., Lawand,A., Nayek,S., Syed,N., Wagner,P.E., Donegan-Quick,R., Kim,T., Visi,D.K., Allen,M.S., Hughes,L.E., Stoner,T.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-27T00:00:00Z,,Arthrobacter virus Wheelbite,dsDNA,59879,"USA: Argyle, TX",TX,Arthrobacter sp. ATCC 21022,,2015-01-26
NC_055035,"Kabwe,M., Brown,T.L., Dashper,S., Speirs,L., Ku,H., Petrovski,S., Chan,H.T., Lock,P., Tucci,J.",2021-05-27T00:00:00Z,,Fusobacterium virus FNU1,dsDNA,130914,Australia,,Fusobacterium nucleatum,,2018-02-08
NC_055036,"Sun,Q., Zhang,X., Xing,S., Tong,Y.-G.",2021-05-27T00:00:00Z,,Staphylococcus virus IME1348-01,dsDNA,42371,,,Staphylococcus epidermidis,,
NC_055037,"Jang,S.H., Hwang,M.H., Chang,H.I.",2021-05-27T00:00:00Z,,Leuconostoc virus MH1,dsDNA,38709,,,Leuconostoc pseudomesenteroides,,
NC_055038,"Ji,J., Liu,Q., Wang,R., Luo,T., Guo,X., Xu,M., Yin,Q., Li,M., He,P.",2021-05-27T00:00:00Z,,Staphylococcus virus 15644,dsDNA,45111,China: Shanghai sewage,,Staphylococcus aureus,,
NC_055039,"Kiljunen,S., Van der Auwera,J., Tuomala,H., Skurnik,M.",2021-05-27T00:00:00Z,,Staphylococcus virus fPfSau02,dsDNA,45108,Finland,,Staphylococcus aureus,,
NC_055040,"Zhang,L., Hou,X., Wang,H., Wang,R., Soleimani-Delfan,A., Shahin,K.",2021-05-27T00:00:00Z,,Staphylococcus virus JS02,dsDNA,46435,China,,Staphylococcus aureus,,
NC_055041,"El Haddad,L., Moineau,S.",2021-05-27T00:00:00Z,,Staphylococcus virus LH1,dsDNA,46048,Canada,,Staphylococcus aureus,,2009-04-01
NC_055042,"Kraushaar,B., Hammerl,J.A., Kienol,M., Heinig,M.L., Sperling,N., Dinh Thanh,M., Reetz,J., Jackel,C., Fetsch,A., Hertwig,S.",2021-05-27T00:00:00Z,,Staphylococcus virus P240,dsDNA,45985,Germany,,Staphylococcus aureus,,2014
NC_055043,"Dmitrenko,O.A., Tikhomirov,T., Balbutskaya,A., Fedorova,N., Alkhovsky,S.V.",2021-05-27T00:00:00Z,,Staphylococcus virus SA137ruMSSAST121PVL,dsDNA,45999,Russia: Moscow,,Staphylococcus aureus,blood,2007
NC_055044,"Yu,J.-H., Park,J.-H., Chang,H.-J., Lim,J.-A.",2021-05-27T00:00:00Z,,Staphylococcus virus SAP11,dsDNA,45346,,,Staphylococcus aureus,,
NC_055045,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2021-05-27T00:00:00Z,,Staphylococcus virus st1,dsDNA,45585,Australia: Western Australia,,Staphylococcus aureus,,1995
NC_055046,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2021-05-27T00:00:00Z,,Staphylococcus virus st5,dsDNA,44823,Australia: Western Australia,,Staphylococcus aureus,,2008
NC_055047,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2021-05-27T00:00:00Z,,Staphylococcus virus st30,dsDNA,45780,Australia: Western Australia,,Staphylococcus aureus,,2002
NC_055048,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2021-05-27T00:00:00Z,,Staphylococcus virus st78,dsDNA,45878,Australia: Western Australia,,Staphylococcus aureus,,2008
NC_055049,"Coombs,G.W., Baines,S.L., Howden,B.P., Swenson,K.M., O'Brien,F.G.",2021-05-27T00:00:00Z,,Staphylococcus virus st121mssa,dsDNA,45621,Australia: remote Western Australia,,Staphylococcus aureus,,1995
NC_055050,"Hoai,T.D., Nishiki,I., Yoshida,T., Nakai,T.",2021-05-27T00:00:00Z,,Lactococcus virus PLgW1,dsDNA,30189,Japan,,Lactococcus garvieae,,
NC_055051,"Nguyen,D.T., Ngo,T.C., Tran,H.H., Le,T.H., Nguyen,H.T., Nguyen,B.M., Tran,N.D., Yamashiro,T., Ehara,M., Nguyen,M.B., Nguyen,T.D., Ngo,C.T., Le,H.T., Nguyen,T.H., Tran,D.N.",2021-05-27T00:00:00Z,,Vibrio phage ND1-fs1,ssDNA(+),6856,Viet Nam,,Vibrio cholerae,,2010-07-02
NC_055052,"Almeida,J.C.F., Xavier,A.S., Cascardo,R.S., Magalhaes,L.L., Lopes,C.A., Alfenas-Zerbini,P.",2021-05-27T00:00:00Z,RSIBR1,Ralstonia virus RSIBR1,ssDNA(+),6945,Brazil,,Ralstonia solanacearum,,2014
NC_055053,"Kawasaki,T., Bhunchoth,A., Chatchawankanphanich,O., Phironrit,N., Fujie,M., Yamada,T.",2021-05-27T00:00:00Z,,Ralstonia virus RSS1,ssDNA(+),7273,Thailand:Nakhon Pathom,,Ralstonia solanacearum,,2014
NC_055054,"Van,T.T.B., Yoshida,S., Miki,K., Kondo,A., Kamei,K., Truong Thi Bich Van",2021-05-27T00:00:00Z,,Ralstonia virus RSS1,ssDNA(+),6386,,,Ralstonia solanacearum,,
NC_055055,"Niu,X., Li,K., Xu,L., Zhao,M., Jiang,W., Tang,J., He,Y.",2021-05-27T00:00:00Z,,Xanthomonas virus Xf109,ssDNA(+),8280,China: Guangxi Province,,Xanthomonas oryzae pv. oryzicola,,
NC_055056,"Pourcel,C., Vergnaud,G.",2021-05-27T00:00:00Z,,LeviOr01 phage,ssRNA(+),3669,,,,,
NC_055057,"Krishnamurthy,S.R., Janowski,A.B., Zhao,G., Barouch,D., Wang,D., Krishnamurthy,S., Janowski,A.",2021-05-27T00:00:00Z,AVE004,Leviviridae sp.,ssRNA(+),3776,USA,,,,
NC_055058,"Krishnamurthy,S.R., Janowski,A.B., Zhao,G., Barouch,D., Wang,D., Krishnamurthy,S., Janowski,A.",2021-05-27T00:00:00Z,AVE007,Leviviridae sp.,ssRNA(+),3580,USA,,,,
NC_055059,"Kuo,N.K., Parsa,S., Addai,K., Agarwal,S., Ahmad,I.M., Alumyar,Y.S., An,J., Antar,T.E., Antony,V., Arvin,L.E., Atanasoff,K.E., Ati,R., Batista,A., Bembuh,M.L., Bhardvaj,T.B., Brown,C.J., Butt,S.T., Cahn,D., Canales,I.-I., Carr,K., Chen,K.Z., Chen,M., Chigurupati,S., Chou,C., Chung,C.S., Cole,S.T., Colson,C.L., Dent,D.M., Djiogo,E.M., Domrachev,B.M., Dwivedi,J., Ehsani,C., Essien,U.A., Fakhar,A., Flood,S.H., Furletti,G., Gebreegziabher,M., Goralski,S.M., Gruver-Williams,A., Guldan,M.L., Gurung,S., Heo,K., John,R.A., Kabir,L., Kaira,H., Kane,M.S., Karanja,M., Karley,A.N., Khan,A.M., Khan,A., Kharel,S., Kidane,M., Konanur,P., Lahijan,N., Lamm,D.N., Lance,S.V., Le,C., Lee,C.H., Leka,D., Li,C., Lim,S.Y., Lo,J., Ludwig,S., Mahaney,V.M., Mangukiya,A., Mani,D., Mariano,P., Markward,M.L., Mbaekwe,U., McGowan,H., McNamara,A., Mebrahtu,S., Mohamed,A., Mohamed,M.E., Muntaka,F., Naqvi,T., Nengel,A.M., Neupane,S., Nguyen,J., Nwoji,I.C., Okusolubo,T.A., Paek,J., Pandithakoralag,H., Perry,C., Petrie,C.R., Poteshman,G.A., Quiros,D., Rana,S., Reister,J., Reyes,E., Riaz,H.S., Roach,T.L., Saikali,A., Scalsky,R., Schultz,J.A., Scott,C.F., Sekira,M.D., Shee,C.S., Shultz,P., Siarez,J.A., Singh,S., Smith,F.R., Smith,S.A., Sobers,S., Sobowale,A.O., Somoza,K.A., Song,M., Spruill,R.A., Subedi,A., Taj,A.B., Thomas,J., Todd,J.C., Tran,T., Varghese,J., Vartanian,E., Vega,A., Vong,A., Walter,A.J., Wessel,M.E., Azam,A.M., Blocker,D., Naeem,N.-U.-A., Patel,R., Shakarov,P., Xie,C.L., Zolnerowich,N., Correa-Mendez,M., Fabian,M., Fishbein,J., Harkles,L., Reger,N., Saleh,S., deCarvalho,T., Erill,I., Caruso,S.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-27T00:00:00Z,,Streptomyces virus Forthebois,dsDNA,18251,"USA: Halethorpe, MD",MD,Streptomyces scabiei,,2018-08-31
NC_055060,"Huynh,A., Morcos,G.S., Braun,J., Danaila,R., Emelio,N., Mathyvannan,S., Miner,K., Nayak,R., Norman,C., Tran,V., Wang,J., Moy,A., deCarvalho,T., Erill,I., Caruso,S.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-27T00:00:00Z,,Streptomyces virus WheeHeim,dsDNA,18266,Viet Nam: Saigon,,Streptomyces scabiei,,2017-08-30
NC_055061,"Gill,J.J., Wang,B., Young,R., Chu,K.-H.",2021-05-27T00:00:00Z,,Rhodococcus virus Toil,dsDNA,17253,"USA: College Station, TX",TX,Rhodococcus opacus,,
NC_055062,"Kauffman,K.M., Hussain,F.A., Yang,J., Arevalo,P., Brown,J.M., Chang,W.K., VanInsberghe,D., Elsherbini,J., Cutler,M.B., Kelly,L., Polz,M.F.",2021-05-27T00:00:00Z,,Livvievirus viph1249a,dsDNA,10611,"USA: Massachusetts, Nahant, Canoe Cove",MA,Vibrio cyclitrophicus,,2010-09-18
NC_055063,"Kauffman,K.M., Hussain,F.A., Yang,J., Arevalo,P., Brown,J.M., Chang,W.K., VanInsberghe,D., Elsherbini,J., Cutler,M.B., Kelly,L., Polz,M.F.",2021-05-27T00:00:00Z,,Paulavirus viph1044o,dsDNA,10272,"USA: Massachusetts, Nahant, Canoe Cove",MA,Vibrio lentus,,2010-09-18
NC_055064,"Kauffman,K.M., Hussain,F.A., Yang,J., Arevalo,P., Brown,J.M., Chang,W.K., VanInsberghe,D., Elsherbini,J., Cutler,M.B., Kelly,L., Polz,M.F.",2021-05-27T00:00:00Z,,Paulavirus viph1008o,dsDNA,10579,"USA: Massachusetts, Nahant, Canoe Cove",MA,Vibrio cyclitrophicus,,2010-10-13
NC_055065,"Kauffman,K.M., Hussain,F.A., Yang,J., Arevalo,P., Brown,J.M., Chang,W.K., VanInsberghe,D., Elsherbini,J., Cutler,M.B., Kelly,L., Polz,M.F.",2021-05-27T00:00:00Z,,Paulavirus viph1020o,dsDNA,10636,"USA: Massachusetts, Nahant, Canoe Cove",MA,Vibrio tasmaniensis,,2010-08-10
NC_055066,"Kauffman,K.M., Hussain,F.A., Yang,J., Arevalo,P., Brown,J.M., Chang,W.K., VanInsberghe,D., Elsherbini,J., Cutler,M.B., Kelly,L., Polz,M.F.",2021-05-27T00:00:00Z,,Paulavirus viph1080o,dsDNA,10046,"USA: Massachusetts, Nahant, Canoe Cove",MA,Vibrio lentus,,2010-10-13
NC_054814,"Stoner,T.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-16T00:00:00Z,,Mycobacterium phage IronMan,dsDNA,53467,"USA: Pittsburgh, PA",PA,Mycolicibacterium smegmatis MC2 155,,2012-06-01
NC_054815,"Patyi,J., Lenyk,M., Mclean,J., Esposito,N., Luczkiewicz,R., Johnson,B.J., Curtis,N., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-16T00:00:00Z,,Mycobacterium phage Phaded,dsDNA,53598,"USA: Providence, RI",RI,Mycolicibacterium smegmatis MC2 155,,2017-10-01
NC_054794,"Pillay,S., Muniram,S., Rampersadh,K., Moraka,N.O., Mfene,A., Sigauque,P.S., Komo,N., Mazeka,N.P., Garlena,R.A., Russell,D.A., Bowman,C.A., Rubin,E., Larsen,M.H., Guerrero,C.A., Jacobs-Sera,D., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Stasia,dsDNA,51591,South Africa: Durban,,Mycolicibacterium smegmatis MC2 155,,2015-07-05
NC_054795,"Cornely,K., Wheeler,E.C., Cabral,J.G., Cullen,N.M., Butela,K.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Cerulean,dsDNA,51809,"USA: Providence, RI",RI,Mycolicibacterium smegmatis MC2 155,,2014-10-01
NC_054796,"Temple,L., Nehra,K., Jamdagni,P., Agamy,D., Rana,J.S., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage LeoAvram,dsDNA,47079,,,Mycolicibacterium smegmatis,,
NC_054797,"Riley,H.L., Curtis,N., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Cintron,dsDNA,51679,"USA: Stuart, FL",FL,Mycolicibacterium smegmatis MC2 155,,2018-10-01
NC_054798,"Perkins,M.C., Tamarapuparthasarathy,P., Schrader,S.M., Olberding,J.R., Scaff,T.L., Forshee,J.I., Anyanwu,E.I., Cole,K.G., Driver,K.B., Farnsworth,E.M., Falcone,C.A., Howard,B.G., Howard,B.E., Howard,C.M., Sayre,H.L., Fagan,M.B., Chhabra,S.A., Chang,S.T., Gover,H.T., Sandhu,A., Gaffney,B.L., Staples,A.K., King,R.A., Rinehart,C.A., Rowland,N.S., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Wizard007,dsDNA,51029,"USA: Hopkinsville, KY",KY,Mycolicibacterium smegmatis MC2 155,,2009-09-07
NC_054799,"Rush,R.E., Stoner,T.H., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Camperdownii,dsDNA,51131,"USA: Northhampton, MA",MA,Mycolicibacterium smegmatis MC2 155,,2012-10-01
NC_054800,"Neal,K.L., Sampson,S.D., Anderson,K.L., Bach,S.R., Beaudoin,T.D., Boyd,A.S., Fields,A.J., Ford,L.R., Hargrove,R.N., Hays,S.R., Hughes,R.D., Jackson,S., Kassardjian,M.J., King,T.N., Mccray,S.A., Morgan,G.B., Noble,E.M., Ok,K.L., Richters,M., Romero,W.F., Schorr,A.R., Simon,J.L., Simpson,N.L., Thomas,K.A., Treadaway,A.J., Widener,A.E., Scott,A.R., Thompson,J.S., Weninger,M.P., Miller,B.N., Harmson,J.S., Wiedemeier,A.M.D., Gissendanner,C.R., Findley,A.F., Bradley,K.W., Khaja,R., Lewis,M.F., Barker,L.P., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage ICleared,dsDNA,51440,"USA: Rayville, LA",LA,Mycolicibacterium smegmatis MC2 155,,2011-10-01
NC_054801,"Riley,H.L., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Noelle,dsDNA,51483,South Africa: Empangeni,,Mycolicibacterium smegmatis MC2 155,,2018-07-08
NC_054802,"Stoner,T.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Miramae,dsDNA,51300,"USA: South Portland, ME",ME,Mycolicibacterium smegmatis,,2017-10-01
NC_054803,"Balom,B.A., Beck,E.G., Blanchard,M.S., Bowen,M.Y., Bremer,B.A., Campbell,J.L., Chatham,R.C., Creech,M.L., Guevara,S.D., Haley,J.D., Hatney,E., Hawkins,C.M., Holman,C.B., Holmes,G.M., Jones,A.M., Nava,J.M., Pop-Ceapa,S.B., Rivera,N.E., Skinner,S.A., Smith,J.A., St.,S.J., Stewart,J., Turner,K.L., Walker,M.G., Parcells,R.L., Samuel,M., Nguyen,A., Hammonds-Odie,L.P., Barrera,A.L., Butela,K.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Mundrea,dsDNA,51257,"USA: Lawrenceville, GA",GA,Mycolicibacterium smegmatis MC2 155,,2011-10-01
NC_054804,"Cai,C., Leks,W., Ratusnik,R., Van Cor,S., Mao,B., Saunders,L., Warner,M.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Cindaradix,dsDNA,51575,"USA: Northampton, MA",MA,Mycolicibacterium smegmatis MC2 155,,2015-10-01
NC_054805,"Egelhoff,J.W., Hokanson,S.F., Lenertz,M., Marinack,M.A., Westholm,D.E., Klyczek,K., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Anselm,dsDNA,53545,"USA: Duluth, MN",MN,Mycolicibacterium smegmatis MC2 155,,2016-10-01
NC_054806,"Adams,R., Akbary,L.S., Andrews,M.B., Baumann,C.N., Belamarich,J.P., Bhuta,P.S., Campbell,C.V., Crevits,C.K., Crockett,C.R., Dolan,H.E., Ellis,C.L., Elsasser,D.N., Fenwick,S.L., Guo,R., Jackson,A.R., Kaur,A., Madison,K.A., Kivimaki,S.E., Martin,A.Y., McChesney,S.A., McCreary,M.E., McMahill,K.J., Nicely,M.K., Ofsa,J.B., Redle,J.D., Santos,M.R., Stiltner,K.B., Taheny,A.C., Tran,P.V., Tunckanat,T., Villavicencio,A.P., Voshell,S.M., Williams,K.J., Witmer,C.E., Woodruff,E.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Benvolio,dsDNA,53136,"USA: Blacksburg, VA",VA,Mycolicibacterium smegmatis MC2 155,,2018-08-20
NC_054807,"Curtis,N., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Bugsy,dsDNA,49937,"USA: Ashburn, VA",VA,Mycolicibacterium smegmatis MC2 155,,2012-06-01
NC_054808,"Staples,A.K., Chhabra,S.A., Chang,S.T., Gover,H.T., Sandhu,A., Gaffney,B.L., King,R.A., Rinehart,C.A., Rowland,N.S., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Centaur,dsDNA,53001,"USA: Upton, KY",KY,Mycolicibacterium smegmatis MC2 155,,2014-09-08
NC_054809,"Ivantchouk,A., Walborn,K.J., Pilkerton,N., Manfredi,N., Lippolt,M., Jennings,S., Bailey,C., Frazer,T., Hein,J., Lauffer,R.J., Meher,C., Washington,J.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Fameo,dsDNA,52618,"USA: Mt Vernon, NY",NY,Mycolicibacterium smegmatis MC2 155,,2014-10-01
NC_054810,"Curtis,N., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Georgie2,dsDNA,53399,"USA: Lawrenceville, GA",GA,Mycolicibacterium smegmatis MC2 155,,2015-10-01
NC_054811,"Gaylord,E.A., Popp,B., Rush,R., Xu,C., Russell,D.A., Garlena,R.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Heffalump,dsDNA,53085,"USA: Northhampton, MA",MA,Mycolicibacterium smegmatis MC2 155,,2011-10-01
NC_054812,"Thaver,V., Mbili,M.J., Njiva,N., Ngwane,S., Mbatha,S., Nerwande,A.T., Ramphal,U., Mpangane,S., Munsamy,V., Guerrero Bustamante,C.A., Pope,W.H., Russell,D.A., Garlena,R.A., Larsen,M.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage JoshKayV,dsDNA,53366,South Africa: Durban,,Mycolicibacterium smegmatis MC2 155,,2016-07-04
NC_054813,"Thompson,B.N., Stekardis,J.M., Congleton,H.K., Gaffney,B.L., Staples,A.K., King,R.A., Rinehart,C.A., Rowland,N.S., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-05-15T00:00:00Z,,Mycobacterium phage Malec,dsDNA,53377,"USA: Bowling Green, KY",KY,Mycolicibacterium smegmatis MC2 155,,2017-08-31
NC_054783,"Curtis,N., Kistler,A.L., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-14T00:00:00Z,,Mycobacterium phage Yecey3,dsDNA,53277,"USA: Rio Grande, PR",PR,Mycolicibacterium smegmatis MC2 155,,2013-10-01
NC_054784,"Liuzzo,S., Smith,M.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2021-05-14T00:00:00Z,,Mycobacterium phage Pharaoh,dsDNA,50346,"USA: Louisville, CO",CO,Mycolicibacterium smegmatis MC2 155,,2015-10-01
NC_054785,"Abboud,J.-C., Abercrombie,C., Asla,M., Cristallo,T., De Villa,A., Deiglmeier,C., Feichtinger,E., Figueredo,N., Francis,R., Gabourel,E., Gabriel,A., Gallardo,E., Holman,A., Jones,K., Kieffer,S., Killmer,K., Ledoux,B., Lewis,E., Lorbiecki,M., Maionchi,D., Marr,T., Muhich,A., Orcutt,M., Oswald,S., Rael,E., Ramirez Mendez,I., Romero,O., Seaver,P., Smith,K., Wintler,T., Zuehlsdorff,A., Anton,T., Ettinger,W.F., MacKenzie,A., Murphy,A., Novajovsky,A., Ettinger,A.-S.H., Anders,K.R., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2021-05-14T00:00:00Z,,Mycobacterium phage DarthPhader,dsDNA,53432,"USA: Spokane, WA",WA,Mycolicibacterium smegmatis MC2 155,,2014-09-04
